"SFW",2019-08-22,23:59:59,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58510,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",83191520,"",0,"",""
"SFW",2019-08-22,23:59:59,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","application/octet-stream","","",192.168.9.119,54.231.115.18,"TCP",58507,80,283,2026,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",18119552,"",0,"",""
"SFW",2019-08-22,23:59:59,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,20,"diego.aguiar@acnsf.com.br","ITI",26,"PROXY-UPDATE-ALLOWED","Productive","https://static.asm.skype.com/","","","",192.168.3.180,104.43.225.200,"TCP",50604,443,2272,6766,static.asm.skype.com,,"","","","500",,"","","","","",2737693552,"",0,"",""
"SFW",2019-08-22,23:59:59,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58511,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",121511224,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58513,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",121509464,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58514,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",121506824,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","application/octet-stream","","",192.168.9.119,54.231.115.18,"TCP",58512,80,283,2026,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",121509024,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58515,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",2581629960,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050902616002,"Content Filtering","HTTP","Denied","",Information,6,"","",31,"PROXY-DEFAULT-ALLOWED-1","Productive","http://api.accuweather.com/forecasts/v1/daily/5day/2658068.json?apikey=296894b065a2471290a6750ff2dbd619&language=pt-br&metric=true&details=true","","","",192.168.2.197,23.57.137.166,"TCP",37394,80,0,0,api.accuweather.com,,"","","Apache-HttpClient/UNAVAILABLE (java 1.4)","403",,"","","","","",28890272,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050902616002,"Content Filtering","HTTP","Denied","",Information,6,"","",31,"PROXY-DEFAULT-ALLOWED-1","Productive","http://api.accuweather.com/currentconditions/v1/2658068.json?apikey=296894b065a2471290a6750ff2dbd619&language=pt-br&details=true&city=2658068","","","",192.168.2.197,23.57.137.166,"TCP",37392,80,0,0,api.accuweather.com,,"","","Apache-HttpClient/UNAVAILABLE (java 1.4)","403",,"","","","","",28885872,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050902616002,"Content Filtering","HTTP","Denied","",Information,6,"","",31,"PROXY-DEFAULT-ALLOWED-1","Productive","http://api.accuweather.com/currentconditions/v1/2658068.json?apikey=296894b065a2471290a6750ff2dbd619&language=pt-br&details=true&city=2658068","","","",192.168.2.197,23.57.137.166,"TCP",37396,80,0,0,api.accuweather.com,,"","","Apache-HttpClient/UNAVAILABLE (java 1.4)","403",,"","","","","",28886312,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58516,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",28891592,"",0,"",""
"SFW",2019-08-23,00:00:00,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,54.231.115.18,"TCP",58518,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",28892032,"",0,"",""
"SFW",2019-08-23,00:00:01,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","application/octet-stream","","",192.168.9.119,54.231.115.18,"TCP",58517,80,283,2026,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",28887192,"",0,"",""
"SFW",2019-08-23,00:00:01,"-03","XG330",C31007H8JH8PME4,050901616001,"Content Filtering","HTTP","Allowed","",Information,26,"","",32,"Sites da Entidade","Productive","http://s3.amazonaws.com/updates3.iobit.com/infofiles/db6/db6_free.upt","","","",192.168.9.119,52.217.37.230,"TCP",58521,80,0,0,s3.amazonaws.com,,"PROXY-UPDATE-ALLOWED","","Mozilla/4.0 (compatible; ICS)","416",,"","","","","",2399920128,"",0,"",""
